Fecha,EVENTO,A/C,ENCABEZADO EVENTO,Minutos
2024-03-26 00:00:00,62614.0,Avión 10,SIN ACCION DE MTTO,13
2024-05-19 00:00:00,65401.0,Avión 7,SIN ACCION DE MTTO,13
2023-06-10 00:00:00,47743.0,Avión 4,SIN ACCION DE MTTO,13
2023-07-17 00:00:00,49749.0,Avión 36,SIN ACCION DE MTTO,13
2023-10-18 00:00:00,54787.0,Avión 22,SIN ACCION DE MTTO,13
2022-10-08 00:00:00,36059.0,Avión 17,SKID SHOE  TAIL BUMPER  SCARTCHED,13
2019-08-30 00:00:00,4167.0,Avión 1,SOLICITAN MTTO-BUJIAS,13
2021-07-16 00:00:00,16366.0,Avión 14,SOPORTE IPAD CM1 ROTO.,13
2022-05-10 00:00:00,28925.0,Avión 11,STRIPED PAX DOOR BROKEN. UNABLE TO OPEN THE DOOR,13
2021-04-06 00:00:00,13776.0,Avión 19,SVCE DOOR UNLK,13
2019-11-14 00:00:00,5559.0,Avión 19,TRABAJOS PROGRAMADOS  MMML-141119,13
2024-05-20 00:00:00,65415.0,Avión 37,TRASPORTIN TCP SUELTO,13
2019-04-08 00:00:00,1430.0,Avión 23,VARIAS ANOTACIONES DE PTV A LA LLEGADA,13
2020-01-01 00:00:00,6478.0,Avión 31,398611,13
2020-03-01 00:00:00,7474.0,Avión 13,414012,13
2020-02-20 00:00:00,7307.0,Avión 31,417651,13
2022-04-07 00:00:00,27578.0,Avión 35,533301,13
2022-04-01 00:00:00,27332.0,Avión 25,568831,13
2022-04-23 00:00:00,28264.0,Avión 18,574461,13
2022-09-14 00:00:00,34900.0,Avión 22,631762,13
2019-03-22 00:00:00,1166.0,Avión 3,834181,13
2020-02-28 00:00:00,7454.0,Avión 1,911491,13
2020-01-01 00:00:00,6465.0,Avión 1,917361,13
2020-12-05 00:00:00,11772.0,Avión 3,976041,13
2021-10-24 00:00:00,20623.0,Avión 2,1005631,13
2020-12-22 00:00:00,12050.0,Avión 18,5439381,13
2020-10-11 00:00:00,10719.0,Avión 22,5441811,13
2022-08-26 00:00:00,33993.0,Avión 36,5610021,13
-,6351.0,,-,13
-,6845.0,,-,13
-,9982.0,,-,13
-,10855.0,,-,13
-,12325.0,,-,13
-,23980.0,,-,13
-,35766.0,,-,13
2022-05-10 00:00:00,28937.0,Avión 8,2 REVERSES ARE DISARMED ON GROUND,12
2021-08-16 00:00:00,17609.0,Avión 16,3 PTV,12
2020-08-05 00:00:00,9313.0,Avión 12,00794D1,12
2023-03-10 00:00:00,43036.0,Avión 15,010690D2,12
2021-04-23 00:00:00,14074.0,Avión 16,47637D1,12
2022-06-18 00:00:00,30548.0,Avión 21,58809D1,12
2022-09-08 00:00:00,34606.0,Avión 25,60798D2,12
2023-02-12 00:00:00,41924.0,Avión 34,069424D1,12
2021-03-28 00:00:00,13607.0,Avión 14,98811D1,12
2022-06-22 00:00:00,30737.0,Avión 28,110876D1,12
2019-03-29 00:00:00,1270.0,Avión 18,AC SOLICITA MTTO,12
2019-07-08 00:00:00,3003.0,Avión 4,AC SOLICITA MTTO,12
2019-07-09 00:00:00,3019.0,Avión 13,AC SOLICITA MTTO,12
2019-08-14 00:00:00,3818.0,Avión 17,AC SOLICITA MTTO,12
2019-07-12 00:00:00,3091.0,Avión 13,AC SOLICITA MTTO,12
2019-07-12 00:00:00,3092.0,Avión 31,AC SOLICITA MTTO A LA LLEGADA,12
2019-04-28 00:00:00,1764.0,Avión 18,AC SOLICITA MTTO EN LPA,12
2019-12-17 00:00:00,6210.0,Avión 20,AC SOLITA MTTO,12
2024-06-18 00:00:00,67145.0,Avión 17,ACW ENGINE 1 FAULT,12
2023-12-25 00:00:00,58160.0,Avión 38,AFR AIR BLEED FAULT IN FLIGHT,12
2022-11-24 00:00:00,38252.0,Avión 23,ALTERNADOR VENCIDO,12
2019-05-24 00:00:00,2210.0,Avión 2,ANOTACION EN ATL,12
2021-09-16 00:00:00,18785.0,Avión 20,ASISTENCIA REPOSTAJE,12
2021-08-25 00:00:00,17958.0,Avión 14,AUDIO SET CHECK PROBLEM,12
2023-07-19 00:00:00,49841.0,Avión 2,AUTOPILOT,12
2019-11-20 00:00:00,5654.0,Avión 16,AVERIA PTV  PEND. PRUEBA POTENCIA,12
2022-12-13 00:00:00,39193.0,Avión 17,BASTON COLA Y PINES,12
2022-11-07 00:00:00,37455.0,Avión 34,BASTON DE COLA,12
2024-07-16 00:00:00,68750.0,Avión 18,BIRD STRIKE EN TOMA IMPACTO EN WING SHIELD,12
2023-06-12 00:00:00,47827.0,Avión 23,BIRDSTRAKE,12
2022-10-22 00:00:00,36750.0,Avión 31,BRAKER ENG 1 IND CTL OUT,12
2024-06-14 00:00:00,66876.0,Avión 1,BRAKER SALTADO EN EL AC,12
2023-11-04 00:00:00,55638.0,Avión 17,CALEFACTOR DEL PITOT  CORTINA IGNIFUGA,12
2024-05-28 00:00:00,65858.0,Avión 1,CARGA POR VARILLA,12
2023-06-11 00:00:00,47764.0,Avión 21,CARGA VARILLA,12
2024-05-26 00:00:00,65691.0,Avión 36,CARGAR HYD,12
2023-02-06 00:00:00,41631.0,Avión 10,CERTIFICADO AC CADUCADO,12
2019-11-04 00:00:00,5368.0,Avión 8,CERTIFICADO AERONAVEGABILIDAD CADUCADO,12
2022-10-05 00:00:00,35910.0,Avión 4,CHECK BOTH NOSE WHEELS TYRES CONDITION.,12
2022-03-19 00:00:00,26809.0,Avión 2,CHEQUEAR MASCARA DE O2,12
2023-07-31 00:00:00,50498.0,Avión 2,CHEQUEO  NIVEL HYD,12
2023-09-21 00:00:00,53358.0,Avión 18,CINTA LUMINISCENTE ROTA,12
2021-12-11 00:00:00,22975.0,Avión 3,CM2 AUDIO SEC FAULT,12
2023-08-01 00:00:00,50540.0,Avión 14,COMPROBAR RUEDAS DE MORRO Y POSIBLE PERDIDA DE ACEITE MOTOR2,12
2023-07-26 00:00:00,50211.0,Avión 37,CORTINA BODEGA TRASERA ESTROPEADA,12
2019-09-24 00:00:00,4587.0,Avión 25,CREW AVISA 0630Z,12
2019-12-20 00:00:00,6248.0,Avión 8,CREW AVISA 0940,12
2019-11-22 00:00:00,5723.0,Avión 13,CREW AVISA 2015,12
2019-08-15 00:00:00,3831.0,Avión 8,CREW AVISA A LAS 0633Z,12
2019-09-02 00:00:00,4223.0,Avión 17,CREW AVISA A LAS 1331Z,12
2019-09-29 00:00:00,4691.0,Avión 28,CREW AVISA A LAS 1519Z,12
2019-12-04 00:00:00,5959.0,Avión 10,CREW AVISA A LAS 2105,12
2019-08-08 00:00:00,3698.0,Avión 10,CREW AVISA Q REQUIERE MTTO,12
2024-01-17 00:00:00,59269.0,Avión 10,CREW QUERY - OPERATIONAL,12
2022-07-06 00:00:00,31423.0,Avión 14,CREW QUERY - OPERATIONAL,12
2022-08-17 00:00:00,33538.0,Avión 7,CREW QUERY - OPERATIONAL,12
2022-08-23 00:00:00,33830.0,Avión 17,CREW QUERY - OPERATIONAL,12
2020-07-01 00:00:00,8696.0,Avión 4,CREW QUERY - OPERATIONAL,12
2021-01-14 00:00:00,12368.0,Avión 13,DEFECT DETAILS  TLB46436 D1,12
2019-09-22 00:00:00,4557.0,Avión 1,DEJAN 2 ANOTACIONES EN EL ATL,12
2020-10-31 00:00:00,11136.0,Avión 15,DELAY EVENT FOR AC NEZ,12
2022-11-11 00:00:00,37684.0,Avión 37,DISPLAY UNIT 5 INOP,12
2024-02-16 00:00:00,60670.0,Avión 19,DOS ANOTACIONES SUELO BODEGA LEVANTADO Y PINTURA PALA,12
2023-10-24 00:00:00,55085.0,Avión 20,DU LADO COMANDANTE NO SE VE BIEN,12
2023-08-14 00:00:00,51302.0,Avión 25,DUDA SOBRE DIFERIDO,12
2023-06-19 00:00:00,48210.0,Avión 20,ESCAPE PRESURIZACION WC,12
2018-11-08 00:00:00,271.0,Avión 19,EVENT FOR A NETLINE DELAY  CANCELLATION,12
2020-09-10 00:00:00,10130.0,Avión 2,EVENT FOR A NETLINE DELAY  CANCELLATION,12
2020-10-27 00:00:00,11026.0,Avión 2,EVENT FOR A NETLINE DELAY  CANCELLATION,12
2022-05-27 00:00:00,29638.0,Avión 35,EVENT FOR A NETLINE DELAY  CANCELLATION,12
2022-06-13 00:00:00,30309.0,Avión 37,EVENT FOR A NETLINE DELAY  CANCELLATION,12
2022-06-30 00:00:00,31146.0,Avión 15,EVENT FOR A NETLINE DELAY  CANCELLATION,12
2023-07-14 00:00:00,49589.0,Avión 13,EVENT WITHOUT INFORMATION - DELAY,12
2023-08-10 00:00:00,51099.0,Avión 12,EVENT WITHOUT INFORMATION - DELAY,12
2024-06-14 00:00:00,67044.0,Avión 41,EVENT WITHOUT INFORMATION - OPERATIONAL,12
2019-05-27 00:00:00,2250.0,Avión 4,EVENTO X RETRASO AIMS,12
2023-05-09 00:00:00,46137.0,Avión 8,EXCESSIVE FUEL DRAINED,12
2021-08-22 00:00:00,17846.0,Avión 8,FALLO ADC2,12
2024-07-20 00:00:00,68989.0,Avión 25,FALLO AVIONICA,12
2023-12-03 00:00:00,57042.0,Avión 1,FALLO DEL TCAS,12
2024-01-24 00:00:00,59597.0,Avión 17,FALLO EN ARRANQUE,12
2021-12-19 00:00:00,23383.0,Avión 32,FALLO EN CABINA - RESETEO,12
2024-07-03 00:00:00,68017.0,Avión 39,FALLO EN PUESTA EN MARCHA,12
2024-01-08 00:00:00,58777.0,Avión 18,FALLO INVERTER 1,12
2023-06-08 00:00:00,47628.0,Avión 34,FALLO PITOT CM1  FALLO YAWNDUMPER,12
2024-07-19 00:00:00,68919.0,Avión 34,FALTA DE PULSADOR CAUTION CM2,12
2024-03-09 00:00:00,61872.0,Avión 25,FINAL DE LINEA EN TFN PARA MTTO,12
2022-07-23 00:00:00,32215.0,Avión 4,FINDING NRC CHECK WY,12
2022-01-08 00:00:00,24066.0,Avión 11,FRONT COVER EMERGENCY BOX SC BROKEN,12
2023-09-27 00:00:00,53663.0,Avión 39,FUEL UNBALANCE TANQUE DCHO E INDICACION ITT DE ENG2,12
2024-05-06 00:00:00,64619.0,Avión 3,FUERTE PITIDO PARTE TRASERA A PARTIR DE FILA 9,12
2024-02-28 00:00:00,61242.0,Avión 12,FUGA EN EL BAÑO,12
2023-10-23 00:00:00,55019.0,Avión 13,GPU,12
2024-05-19 00:00:00,65362.0,Avión 1,HA VUELTO A SALTAR EL POP UP DE HYD,12
2024-07-05 00:00:00,68304.0,Avión 24,HEADSETS,12
2023-12-26 00:00:00,58188.0,Avión 19,INDICAN QUE TIENE MANCHADA PARTE INF DE FUSELAJE DE HYD,12
2024-04-09 00:00:00,64029.0,Avión 18,INTERFERENCIAS SPC,12
2024-06-24 00:00:00,67489.0,Avión 1,INTERFONO SOBRECARGO NO FUNCIONA,12
2024-05-17 00:00:00,65229.0,Avión 20,ITEM MEL CADUCADO,12
2022-05-02 00:00:00,28586.0,Avión 18,LATCH DOGHOUSE,12
2018-11-26 00:00:00,340.0,Avión 22,LATE RELEASE FROM SCH MAINT - TECHNICAL,12
2023-01-11 00:00:00,40526.0,Avión 14,LC,12
2023-09-29 00:00:00,53780.0,Avión 25,LC,12
2023-10-02 00:00:00,53937.0,Avión 28,LC,12
2023-05-17 00:00:00,46537.0,Avión 7,LIFEJACKET DEMO,12
2022-04-24 00:00:00,28284.0,Avión 1,LOW LEVEL EN UNO DE LOS TANQUES,12
2019-09-18 00:00:00,4488.0,Avión 16,LUZ DE EMERGENCIA,12
2021-07-28 00:00:00,16833.0,Avión 16,MAINTENANCE ACTION WITHOUT PILOT REPORT - CARGO DOOR,12
2020-02-13 00:00:00,7201.0,Avión 7,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,12
2020-07-31 00:00:00,9220.0,Avión 7,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,12
2021-02-07 00:00:00,12782.0,Avión 21,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,12
2022-06-16 00:00:00,30420.0,Avión 11,MAINTENANCE ACTION WITHOUT PILOT REPORT - OPERATIONAL,12
2023-11-12 00:00:00,56032.0,Avión 40,MARCADOR DE RUMBO CON FALLOS,12
2023-12-17 00:00:00,57726.0,Avión 38,MEDICION DE CARGA POR VARILLA DEBIDO A LA LIMITACION,12
2023-12-06 00:00:00,57186.0,Avión 38,MEDICION POR VARILLA CARGA COMBUSTIBLE POR LIMITACION,12
2023-07-12 00:00:00,49417.0,Avión 22,MEL ABBDDPROP BRAKE,12
2024-02-23 00:00:00,61128.0,Avión 8,MTTO PROPONE CAMBIO ROUTING,12
2021-10-04 00:00:00,19516.0,Avión 19,NO INFO,12
2022-11-18 00:00:00,38028.0,Avión 8,NO INFO,12
2023-04-10 00:00:00,44661.0,Avión 20,NO MAINTENANCE ACTION - OPERATIONAL,12
2023-11-26 00:00:00,56697.0,Avión 17,NO SOLTABA PROPELLER BRAKE.,12
2022-06-29 00:00:00,31055.0,Avión 3,OTHERS  NOT SPECIFIED - OPERATIONAL,12
2021-08-15 00:00:00,17569.0,Avión 4,OUTSIDE REFUELING PANEL DAMAGE,12
2023-05-18 00:00:00,46611.0,Avión 25,OXY BOTTLE,12
2023-08-25 00:00:00,51903.0,Avión 16,PACK 1 INOP,12
2024-07-04 00:00:00,68096.0,Avión 25,PACK INOP,12
2019-09-19 00:00:00,4505.0,Avión 17,PANEL AL LADO DEL TRANSPORTIN CON TORNILLOS FUERA,12
2023-05-26 00:00:00,47005.0,Avión 14,PBE RESPUESTO,12
2024-04-12 00:00:00,63433.0,Avión 34,PERDIDA DE AGUA POR EL WC,12
2021-08-08 00:00:00,17319.0,Avión 10,PILAS LINTERNA,12
2018-08-21 00:00:00,83.0,Avión 31,PILOT REPORT - OPERATIONAL,12
2020-02-08 00:00:00,7126.0,Avión 10,PILOT REPORT - OPERATIONAL,12
2020-11-08 00:00:00,11219.0,Avión 19,PILOT REPORT - OPERATIONAL,12
2020-06-11 00:00:00,8425.0,Avión 4,PILOT REPORT - OPERATIONAL,12
2024-06-29 00:00:00,67815.0,Avión 36,PILOTO DEJA 2 ANOTACIONES,12
2023-06-16 00:00:00,48066.0,Avión 10,PROBLEMA CON AVIONIC SINGLE SWITCH,12
2023-08-17 00:00:00,51462.0,Avión 2,PROBLEMA SENSOR NL,12
2024-07-21 00:00:00,69053.0,Avión 17,PROBLEMAS CON LA CARGA DE AGUA,12
2024-06-13 00:00:00,66806.0,Avión 19,PROBLEMAS CON SERVICE BAR SOLICITA LLAMADA DE MTTO,12
2023-07-16 00:00:00,49686.0,Avión 38,PROBLEMAS COVER PUERTA SERVICIO,12
2024-04-04 00:00:00,63020.0,Avión 12,PROBLEMAS DURANTE EL PUSHBACK TORNILLO ROTO,12
2021-12-08 00:00:00,22838.0,Avión 31,PROBLEMAS SISTEMA ELECTRICO,12
2023-12-10 00:00:00,57405.0,Avión 24,PROBLEMAS TANQUE AGUAS RESIDUALES,12
2022-10-13 00:00:00,36313.0,Avión 28,PROBLEMS CLOSING THE COMMGPU PORT PORT,12
2023-09-14 00:00:00,52945.0,Avión 18,PROPELER BRAKE INOP,12
2024-01-27 00:00:00,59780.0,Avión 28,PTV DOCUMENTACIÓN,12
2019-06-08 00:00:00,2440.0,Avión 4,PUERTA DEL BAÑO DESENCAJADA,12
2022-11-11 00:00:00,37672.0,Avión 13,PUERTA DEL SERVICIO APARECE ABIERTA,12
2023-03-21 00:00:00,43592.0,Avión 34,PWR MCT INDICATION DOESNT MATCH WITH PWR SETTING,12
2023-09-06 00:00:00,52530.0,Avión 40,REPOSABRAZO PARTIDO,12
2022-02-11 00:00:00,25328.0,Avión 31,REPOSABRAZOS ROTO,12
2023-07-02 00:00:00,48936.0,Avión 31,RETRASO SIN INFO,12
2024-07-06 00:00:00,68317.0,Avión 8,SCHEDULED MAINTENANCE - MAINTENANCE,12
2022-06-28 00:00:00,31024.0,Avión 14,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,12
2023-08-31 00:00:00,52233.0,Avión 1,SEGURO PIN PUERTA 2L,12
2021-06-25 00:00:00,15546.0,Avión 4,SERVICE DOOR HOLD US,12
2024-03-29 00:00:00,62851.0,Avión 22,SIN ACCION DE MTTO,12
2023-11-22 00:00:00,56539.0,Avión 32,SIN ACCION DE MTTO,12
2024-04-13 00:00:00,63488.0,Avión 34,SIN AGUA EN EL WC,12
2021-06-17 00:00:00,15265.0,Avión 15,SMOKE DETECTION,12
2019-11-04 00:00:00,5373.0,Avión 20,SOLICITA MTTO,12
2023-11-27 00:00:00,56764.0,Avión 14,SOLICITA PILAS PARA LINTERNA,12
2019-12-10 00:00:00,6068.0,Avión 8,SOLICITAN MTTO,12
2019-08-29 00:00:00,4142.0,Avión 23,SOLICITAN MTTO A LA LLEGADA,12
2023-08-10 00:00:00,51062.0,Avión 40,SOLICITAN MTTO PARA RETIRAR PLASTICOS,12
2024-06-01 00:00:00,66024.0,Avión 41,SOLICITAN MTTO PROBLEMA LOW PRESS - LOW LEVEL,12
2023-12-17 00:00:00,57718.0,Avión 8,SOLICITAN MTTO SIN MAS INFO,12
2021-11-28 00:00:00,22327.0,Avión 23,SPOILER LIGHT REMAINS ILUMINATED,12
2021-07-23 00:00:00,16651.0,Avión 20,SUPERVISION COMBUSTIBLE,12
2021-06-30 00:00:00,15749.0,Avión 4,TAR STICK HAS THE WING BROKEN IT CAN HURT,12
2023-10-29 00:00:00,55332.0,Avión 13,TELEFONILLO SOBRECARGO INOP,12
2024-04-13 00:00:00,63504.0,Avión 14,TEMPERATURA ALTA DE COMBUSTIBLE,12
2021-10-01 00:00:00,19372.0,Avión 19,TRABAJOS PROGRAMADOS,12
2023-03-06 00:00:00,42836.0,Avión 14,TRABAJOS PROGRAMADOS,12
2019-10-05 00:00:00,4802.0,Avión 2,TRABAJOS PROGRAMADOS MJGL-051019,12
2018-11-04 00:00:00,253.0,Avión 13,VARIAS ANOTACIONES DE PTV,12
2023-12-14 00:00:00,57616.0,Avión 32,VOLUMEN ALTO ALTAVOZ Y MICRO,12
2023-07-16 00:00:00,49715.0,Avión 4,WC,12
2024-07-23 00:00:00,69140.0,Avión 10,WING LIGHT LADO IZQ FUNDIDA,12
2023-03-06 00:00:00,42818.0,Avión 7,WP LCBSI  BRUSH CHECK,12
2020-11-20 00:00:00,11449.0,Avión 23,454041,12
2022-07-06 00:00:00,31422.0,Avión 31,585471,12
2022-07-25 00:00:00,32332.0,Avión 23,606611,12
2022-08-16 00:00:00,33487.0,Avión 13,609061,12
2022-08-08 00:00:00,33085.0,Avión 36,612341,12
2020-12-06 00:00:00,11795.0,Avión 1,956221,12
2020-10-23 00:00:00,10951.0,Avión 28,962751,12
2020-10-28 00:00:00,11044.0,Avión 8,963701,12
2021-01-04 00:00:00,12210.0,Avión 3,966731,12
2020-11-18 00:00:00,11395.0,Avión 17,973111,12
2021-01-20 00:00:00,12499.0,Avión 11,983561,12
2021-02-08 00:00:00,12795.0,Avión 4,986271,12
2021-03-17 00:00:00,13406.0,Avión 10,989351,12
2023-01-27 00:00:00,41213.0,Avión 7,1200191,12
-,853.0,,-,12
-,1440.0,,-,12
-,1478.0,,-,12
-,2459.0,,-,12
-,3035.0,,-,12
-,6134.0,,-,12
-,6830.0,,-,12
-,7353.0,,-,12
-,9898.0,,-,12
-,20969.0,,-,12
-,21663.0,,-,12
-,63235.0,,-,12
2024-05-14 00:00:00,65059.0,Avión 7,3 ANOT LUZ BEACON LUZ WING Y MESITA,11
2020-02-27 00:00:00,7430.0,Avión 15,00572D1,11
2023-01-23 00:00:00,41025.0,Avión 15,010092D3,11
2022-08-24 00:00:00,33885.0,Avión 16,61985D1,11
2023-01-30 00:00:00,41314.0,Avión 8,0119403D1,11
2019-06-18 00:00:00,2623.0,Avión 2,AC SOLICITA MTTO,11
2019-06-27 00:00:00,2801.0,Avión 4,AC SOLICITA MTTO,11
2019-11-09 00:00:00,5458.0,Avión 10,AC SOLICITA MTTO,11
2019-09-14 00:00:00,4423.0,Avión 22,AC SOLICITA MTTO,11
2019-11-14 00:00:00,5548.0,Avión 22,AC SOLICITA MTTO,11
2021-09-17 00:00:00,18831.0,Avión 22,ANCLAJE BOTELLA O2,11
2023-11-27 00:00:00,56761.0,Avión 4,ANOTACION DE BOMBILLA,11
2023-09-28 00:00:00,53720.0,Avión 4,ANOTACION FUEL LOW PRESS & LOW LEVEL,11
2023-10-23 00:00:00,55030.0,Avión 22,ANOTACION SIN LEVANTAR EN PTV,11
2024-04-07 00:00:00,63142.0,Avión 11,ANOTACIONES DE MOTOR,11
2022-02-28 00:00:00,25934.0,Avión 3,ARM REST STUCK UP,11
2021-11-04 00:00:00,21190.0,Avión 13,ASIENTO PAX ROTOMASA TREN ROTA,11
2024-05-19 00:00:00,65366.0,Avión 37,BASTON DE COLA ROTO,11
2023-10-17 00:00:00,54745.0,Avión 13,BIRDSTRIKE,11
2024-04-07 00:00:00,63136.0,Avión 3,BRAKER SALTADO,11
2023-08-25 00:00:00,51888.0,Avión 36,CAMBIO DE OPERADOR IBB-NAY,11
2023-06-16 00:00:00,48055.0,Avión 35,CAMBIO DE RUEDAS TRAS LC,11
2024-03-06 00:00:00,61679.0,Avión 10,CARGA POR VARILLA,11
2024-03-08 00:00:00,61865.0,Avión 10,CARGA POR VARILLA,11
2024-06-06 00:00:00,66407.0,Avión 1,CARGA POR VARILLA,11
2023-05-21 00:00:00,46749.0,Avión 21,CARGA POR VARILLA,11
2024-06-16 00:00:00,66993.0,Avión 10,CARGA POR VARILLA,11
2024-06-17 00:00:00,67064.0,Avión 1,CARGA POR VARILLA,11
2023-09-04 00:00:00,52436.0,Avión 14,CARGO DOOR,11
2023-08-28 00:00:00,52966.0,Avión 20,CARGO DOOR INOP,11
2023-08-03 00:00:00,50669.0,Avión 22,CHALECO DEMO SUCIO Y 3 CASCOS EN CABINA,11
2021-08-07 00:00:00,17277.0,Avión 23,CHECK NOSE WHEEL,11
2023-10-27 00:00:00,55254.0,Avión 28,CHEQUEAR RUEDAS NUM 3,11
2021-07-09 00:00:00,16114.0,Avión 20,CIRCUIT BREAKER,11
2023-12-26 00:00:00,58211.0,Avión 25,CONSULTA,11
2024-07-16 00:00:00,68786.0,Avión 28,CONSULTA DIFERIDO,11
2022-03-20 00:00:00,26844.0,Avión 12,COVER HORIZONTAL STABILIZER PAINT IS DAMAGED,11
2022-09-12 00:00:00,34784.0,Avión 21,CQ OSC CAMBIA TAREA A UNLIMITED,11
2019-10-03 00:00:00,4771.0,Avión 20,CREW AVISA 1245Z,11
2019-11-17 00:00:00,5610.0,Avión 18,CREW AVISA 1449,11
2019-11-10 00:00:00,5472.0,Avión 3,CREW AVISA 1522,11
2019-09-28 00:00:00,4675.0,Avión 31,CREW AVISA A LAS 1608Z,11
2020-10-23 00:00:00,10942.0,Avión 31,CREW INFORMA A LAS 0701Z,11
2019-07-06 00:00:00,2975.0,Avión 22,CREW INFORMA Q VAN A DEJAR UNA ANOTACION A LAS 1343Z,11
2022-03-09 00:00:00,26346.0,Avión 18,CREW QUERY - OPERATIONAL,11
2022-04-07 00:00:00,27597.0,Avión 13,CREW QUERY - OPERATIONAL,11
2022-06-30 00:00:00,31120.0,Avión 1,CREW QUERY - OPERATIONAL,11
2022-07-06 00:00:00,31429.0,Avión 13,CREW QUERY - OPERATIONAL,11
2022-12-09 00:00:00,39017.0,Avión 20,CREW QUERY - OPERATIONAL,11
2023-02-20 00:00:00,42234.0,Avión 31,CREW QUERY - OPERATIONAL,11
2023-02-21 00:00:00,42294.0,Avión 38,CREW QUERY - OPERATIONAL,11
2022-08-13 00:00:00,33380.0,Avión 1,CREW QUERY - OPERATIONAL,11
2019-09-08 00:00:00,4328.0,Avión 3,CREW SOLICITA MTTO,11
2019-06-22 00:00:00,2701.0,Avión 13,CREW SOLICITA MTTO A LAS 1820Z,11
2019-05-03 00:00:00,1840.0,Avión 25,CREW SOLICITA MTTO A SU SALIDA,11
2023-11-21 00:00:00,56455.0,Avión 13,CRT NO FUNCIONA,11
2023-04-24 00:00:00,45348.0,Avión 38,DC GEN 1&2 FAULT,11
2019-11-18 00:00:00,5633.0,Avión 14,DEJAN 1 ANOTACION,11
2019-12-05 00:00:00,5975.0,Avión 4,DEJAN ANOTACION AVION PERNOCTA SPC,11
2024-06-23 00:00:00,67423.0,Avión 7,DIFERIDO CON FECHA CADUCADA. SE HA AMPLIADO Y NO ACTULIZADO,11
2022-11-03 00:00:00,37288.0,Avión 10,DIFERIDO VENCIDO EN EL HIL,11
2024-05-28 00:00:00,65786.0,Avión 19,DISCREPANCIA COMBUSTIBLE DEFUELLING,11
2023-10-10 00:00:00,54415.0,Avión 12,DISCREPANCIA FH&CY,11
2024-04-30 00:00:00,64264.0,Avión 14,DOCUMENTACION,11
2023-07-02 00:00:00,48895.0,Avión 34,DUDA SOBRE DIFERIDO,11
2022-04-26 00:00:00,28365.0,Avión 13,DURING APROACH FLAP 30 OVERSPEED 3 SECONS,11
2022-01-07 00:00:00,24024.0,Avión 10,EE1  FAULT  ENG N 1,11
2022-09-29 00:00:00,35605.0,Avión 37,ENG 1 BLEED OVHT AT TAKE OFF,11
2018-12-19 00:00:00,446.0,Avión 2,EVENT FOR A NETLINE DELAY  CANCELLATION,11
2019-06-20 00:00:00,2662.0,Avión 7,EVENT FOR A NETLINE DELAY  CANCELLATION,11
2020-01-31 00:00:00,6970.0,Avión 25,EVENT FOR A NETLINE DELAY  CANCELLATION,11
2023-01-19 00:00:00,40909.0,Avión 24,EVENT FOR A NETLINE DELAY  CANCELLATION,11
2024-03-17 00:00:00,62205.0,Avión 7,EVENT WITHOUT INFORMATION - OPERATIONAL,11
2023-02-23 00:00:00,42374.0,Avión 15,FAK NOT PROPERLY SEALED,11
2024-06-11 00:00:00,66681.0,Avión 7,FALLO DE DATA RECORDER,11
2024-03-14 00:00:00,62038.0,Avión 18,FALLO DE INDICACIÓN EN CARGA DE COMBUSTIBLE,11
2024-06-23 00:00:00,67407.0,Avión 3,FALLO EN PUESTA EN MARCHA,11
2023-11-02 00:00:00,55516.0,Avión 20,FALLO EN VUELO ADC N2,11
2023-09-03 00:00:00,52414.0,Avión 4,FALLO PITOT,11
2024-05-02 00:00:00,64447.0,Avión 17,FALTA DOCUMENTACIÓN,11
2023-05-28 00:00:00,47071.0,Avión 11,FINDING NRC TASKCARD LINE CHECK - NOCOM 02  ITEM 1,11
2022-07-18 00:00:00,31943.0,Avión 11,FINDING NRC TASKCARD ZL-440-GVI-10000-1 1  ITEM 1,11
2020-02-20 00:00:00,7309.0,Avión 8,FINDING NRC WO 768173,11
2022-10-28 00:00:00,37014.0,Avión 31,FLIGHT ATTENDANT PANEL DOESNT WORK,11
2023-03-21 00:00:00,43591.0,Avión 10,FUEL QUANTITY ENG N2 DOESNT WORK PROPERLY,11
2023-06-26 00:00:00,48564.0,Avión 2,GEN DC1 FAULT - SOLICITA MTTO A LA LLEGADA A LPA,11
2021-11-22 00:00:00,22055.0,Avión 1,GPS1 FAULT   XDR 2 FAULT,11
2024-06-19 00:00:00,67230.0,Avión 11,GPU,11
2023-06-11 00:00:00,47782.0,Avión 22,IMAN INFERIOR PUERTA DE SEGURIDAD,11
2023-08-31 00:00:00,52222.0,Avión 10,INSTALACION SPINNER,11
2023-08-05 00:00:00,50775.0,Avión 3,INTERFONO TRASERO TCP SE CAE,11
2018-08-14 00:00:00,67.0,Avión 7,LATE RELEASE FROM SCH MAINT - TECHNICAL -  WP  MIFL-140818,11
2023-08-01 00:00:00,50580.0,Avión 38,LC,11
2023-09-20 00:00:00,53276.0,Avión 41,LC,11
2024-05-04 00:00:00,64531.0,Avión 17,LC  OIL INS,11
2023-01-03 00:00:00,40155.0,Avión 28,LIGHT LANDING GEAR LEVER US,11
