ID,Occurred,At,Issuer,A/C,Station,Headline,Flight No,ATA,Advise
32598,2022-07-30,0 days 17:31:00,5812,Avión 34,PDQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
32601,2022-07-30,0 days 20:31:00,5812,Avión 15,PIQ,PILOT REPORT - OPERATIONAL,NT7002,,A/C Ready
32591,2022-07-30,0 days 15:03:00,5812,Avión 16,PDQ,HIGH FLOW PB U/S,NT519,21-51,A/C Ready
32583,2022-07-30,0 days 11:05:00,6159,Avión 14,PIQ,PILOT REPORT - OPERATIONAL,418,,A/C Ready
32576,2022-07-30,0 days 07:36:00,6159,Avión 9,PDQ,CM2 EMERGENCY GLOVES ARE MISSING,NT537,25-00,A/C Ready
32572,2022-07-30,0 days 05:44:00,6159,Avión 17,PIQ,PILOT REPORT - OPERATIONAL,452,,A/C Ready
35652,2022-07-30,0 days 13:00:00,2291,Avión 25,,NO MAINTENANCE ACTION - OPERATIONAL,NT420,,
32621,2022-07-31,0 days 06:51:00,6159,Avión 22,PIQ,CREW QUERY - OPERATIONAL,451,,A/C Ready
32626,2022-07-31,0 days 08:37:00,6159,Avión 7,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
32611,2022-07-31,0 days 03:28:00,6254,Avión 18,,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
32637,2022-07-31,0 days 12:27:00,6159,Avión 19,PDQ,PILOT REPORT - OPERATIONAL,312,,A/C Ready
32677,2022-08-01,0 days 09:27:00,5871,Avión 4,PIQ,CREW QUERY - OPERATIONAL,109,,A/C Ready
32674,2022-08-01,0 days 07:40:00,5871,Avión 19,,113152/D1,NT501,33-42,A/C Ready
32696,2022-08-01,0 days 15:41:00,5812,Avión 28,PDQ,CREW QUERY - OPERATIONAL,NT311,,
32694,2022-08-01,0 days 15:19:00,5812,Avión 25,PIQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
32703,2022-08-01,0 days 18:14:00,5812,Avión 28,PDQ,CREW QUERY - OPERATIONAL,,,
32660,2022-08-01,0 days 03:19:00,6254,Avión 4,,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
32699,2022-08-01,0 days 16:31:00,5812,Avión 17,PDQ,PILOT REPORT - OPERATIONAL,NT170,,A/C Ready
32733,2022-08-02,0 days 12:03:00,5871,Avión 4,PIQ,SURVIVAL ELT PORTABLE INOP,,25-68,A/C Ready
32739,2022-08-02,0 days 13:26:00,5871,Avión 4,PDQ,ATPCS TEST LEFT SIDE DOESN´T RETURN TO NEUTRAL POSITION.,,61-22,A/C Ready
32755,2022-08-02,0 days 19:05:00,6236,Avión 20,PDQ,FOUND HYDRUALIC LEAK IN ENG 2,,61-51,A/C Ready
32725,2022-08-02,0 days 07:33:00,5871,Avión 14,PIQ,CREW QUERY - OPERATIONAL,107,,
32748,2022-08-02,0 days 15:28:00,6236,Avión 14,PIQ,CREW QUERY - OPERATIONAL,NT471,,A/C Ready
32722,2022-08-02,0 days 06:35:00,5871,Avión 3,PDQ,0115035/D1,,25-00,A/C Ready
35645,2022-08-02,0 days 16:20:00,2291,Avión 11,,SIN INFO,NT224,,
32778,2022-08-03,0 days 07:31:00,5871,Avión 9,PIQ,TOYLET SYSTEM U/S,107,38-00,A/C Ready
32809,2022-08-03,0 days 17:03:00,6236,Avión 19,PDQ,CREW QUERY - OPERATIONAL,NT102,,A/C Ready
32786,2022-08-03,0 days 10:34:00,5871,Avión 8,HOR,0111935/1,NT6804,24-31,A/C Ready
32777,2022-08-03,0 days 06:54:00,5871,Avión 22,PDQ,OTHERS / NOT SPECIFIED - OPERATIONAL,,,
32835,2022-08-04,0 days 05:33:00,5871,Avión 28,PDQ,CREW QUERY - OPERATIONAL,520,,A/C Ready
32847,2022-08-04,0 days 08:17:00,5871,Avión 3,PIQ,AFT DET FAN FAULT (BOTH).,656,26-00,A/C Ready
32869,2022-08-04,0 days 16:32:00,6236,Avión 35,PIQ,CREW QUERY - OPERATIONAL,NT634,,A/C Ready
32861,2022-08-04,0 days 13:26:00,5871,Avión 3,PIQ,AFT COM PT LAV DENT FANS FAULS,NT656,26-00,A/C Ready
32880,2022-08-04,0 days 23:48:00,6167,Avión 8,PIQ,MAINTENANCE REPORT - TECHNICAL,,,A/C Ready
32844,2022-08-04,0 days 07:07:00,5871,Avión 13,PDQ,IT OBSERVES A COVER MISSED ON LEFT PART OF ENGINE 1 NACALLE.,,75-31,A/C Ready
32858,2022-08-04,0 days 13:18:00,5871,Avión 22,PDQ,AILERON MISTRIM DURING CRUISE AND DESCEND ON THE EWD (ALERT),NT6203,22-13,A/C Ready
32840,2022-08-04,0 days 06:05:00,5871,Avión 28,PDQ,CREW QUERY - OPERATIONAL,520,,A/C Ready
32842,2022-08-04,0 days 06:35:00,5871,Avión 8,PDQ,CREW QUERY - OPERATIONAL,107,,A/C Ready
32873,2022-08-04,0 days 19:06:00,6236,Avión 16,PIQ,OTHERS / NOT SPECIFIED - OPERATIONAL,NT475,,A/C Ready
32926,2022-08-05,0 days 06:00:00,6236,Avión 15,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT153,,
32912,2022-08-05,0 days 13:39:00,6236,Avión 10,PDQ,CREW QUERY - OPERATIONAL,NT517,,A/C Ready
32913,2022-08-05,0 days 13:59:00,6236,Avión 31,,61489/1,NT616,21-23,A/C Ready
32905,2022-08-05,0 days 12:46:00,6159,Avión 28,PDQ,110985/D1,,35-31,
32914,2022-08-05,0 days 14:03:00,6236,Avión 2,PIQ,CREW QUERY - OPERATIONAL,NT658,,A/C Ready
32915,2022-08-05,0 days 14:27:00,6236,Avión 11,PDQ,BOTELLA DE OXIGENO,NT158,,A/C Ready
32917,2022-08-05,0 days 14:34:00,6236,Avión 22,PDQ,MAIN LDG WHEEL 3 WORN OUT,,12-37,A/C Ready
32979,2022-08-06,0 days 18:20:00,6236,Avión 12,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT6504,,
32950,2022-08-06,0 days 08:48:00,6159,Avión 20,PDQ,CREW QUERY - OPERATIONAL,237,,A/C Ready
32952,2022-08-06,0 days 10:30:00,6159,Avión 3,PDQ,PILOT REPORT - OPERATIONAL,209,,A/C Ready
32969,2022-08-06,0 days 15:07:00,6236,Avión 11,TER,OTHERS / NOT SPECIFIED - OPERATIONAL,NT222,,A/C Ready
32986,2022-08-07,0 days 04:37:00,6092,Avión 10,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
33031,2022-08-07,0 days 13:35:00,6236,Avión 3,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT663,,
32995,2022-08-07,0 days 07:04:00,5812,Avión 36,PIQ,5612291,,35-31,A/C Ready
33017,2022-08-07,0 days 15:39:00,6236,Avión 23,PIQ,BRK TEMP HOT.,167,05-51,A/C Ready
33020,2022-08-07,0 days 16:30:00,6236,Avión 19,PIQ,113170,477,25-13,A/C Ready
33028,2022-08-07,0 days 19:40:00,6236,Avión 19,PIQ,PILOT REPORT - OPERATIONAL,NT457,,A/C Ready
33053,2022-08-08,0 days 06:01:00,6159,Avión 13,,62162/1,,24-30,A/C Ready
33056,2022-08-08,0 days 06:32:00,5812,Avión 8,PDQ,0111947/1,,25-27,A/C Ready
33085,2022-08-08,0 days 15:37:00,5871,Avión 36,,61234/1,,30-00,A/C Ready
33051,2022-08-08,0 days 05:46:00,6159,Avión 19,PIQ,CREW QUERY - OPERATIONAL,452,,A/C Ready
33058,2022-08-08,0 days 06:47:00,6159,Avión 36,PDQ,CREW QUERY - OPERATIONAL,503,,A/C Ready
33076,2022-08-08,0 days 13:39:00,5871,Avión 19,PIQ,AIR CONDITION IS WORKING BADLY,4255,21-61,A/C Ready
33131,2022-08-08,0 days 10:00:00,6159,Avión 1,PIQ,FINDING (NRC) TASKCARD LINE CHECK - NOCOM (01) / ITEM 1,NT109,12-37,
33096,2022-08-08,0 days 20:45:00,5871,Avión 14,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT204,,
33061,2022-08-08,0 days 07:14:00,6159,Avión 21,,5619171,NT458,26-24,A/C Ready
33145,2022-08-09,0 days 13:43:00,5871,Avión 19,PDQ,CREW QUERY - OPERATIONAL,210,,
33110,2022-08-09,0 days 05:27:00,5812,Avión 15,PDQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
33119,2022-08-09,0 days 07:02:00,5812,Avión 10,SMA,PILOT REPORT - OPERATIONAL,,,
33149,2022-08-09,0 days 15:07:00,5871,Avión 37,PIQ,CREW QUERY - OPERATIONAL,942,,
33186,2022-08-09,0 days 07:00:00,6159,Avión 14,,NO MAINTENANCE ACTION - OPERATIONAL,107,,
33116,2022-08-09,0 days 06:32:00,5812,Avión 9,PIQ,PILOT REPORT - OPERATIONAL,NT605,,A/C Ready
33120,2022-08-09,0 days 07:09:00,5812,Avión 20,PDQ,STRONG VIBRATIONS ON CABIN,NT100,72-00,A/C Ready
33135,2022-08-09,0 days 12:15:00,5812,Avión 25,PIQ,PILOT REPORT - OPERATIONAL,NT462,,
33123,2022-08-09,0 days 07:38:00,5812,Avión 6,PDQ,506719/1,,73-00,A/C Ready
33498,2022-08-09,0 days 08:15:00,2291,Avión 8,,AIRCRAFT DOCUMENTATION PROBLEM - OPERATIONAL,NT501,,
33105,2022-08-09,0 days 03:49:00,6092,Avión 4,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
33112,2022-08-09,0 days 05:32:00,5812,Avión 8,PDQ,CREW QUERY - OPERATIONAL,NT500,,A/C Ready
33117,2022-08-09,0 days 06:39:00,5812,Avión 21,PDQ,STRONG WHISTLE IN THE CABIN,,29-25,A/C Ready
33182,2022-08-10,0 days 07:40:00,6159,Avión 8,PDQ,CREW QUERY - OPERATIONAL,203,,A/C Ready
33189,2022-08-10,0 days 11:46:00,6159,Avión 10,PIQ,PILOT REPORT - OPERATIONAL,418,,A/C Ready
33229,2022-08-10,0 days 14:15:00,6236,Avión 25,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT515,,
33178,2022-08-10,0 days 06:46:00,6159,Avión 9,PIQ,CREW QUERY - OPERATIONAL,607,,A/C Ready
33201,2022-08-10,0 days 15:32:00,5871,Avión 18,PDQ,61896/D1,,33-36,
33217,2022-08-10,0 days 22:28:00,6092,Avión 28,PDQ,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,,,A/C Ready
33177,2022-08-10,0 days 06:31:00,6159,Avión 2,PIQ,CREW QUERY - OPERATIONAL,655,,A/C Ready
33234,2022-08-11,0 days 06:32:00,6236,Avión 31,PDQ,"""UNLK"" LIGHT ON NOSE WHEEL",,32-00,A/C Ready
33236,2022-08-11,0 days 07:15:00,6236,Avión 35,,5613211,,34-61,A/C Ready
33238,2022-08-11,0 days 07:23:00,6236,Avión 18,,561898/D1,,34-61,A/C Ready
33230,2022-08-11,0 days 05:40:00,6236,Avión 8,PDQ,51152811,200,25-65,A/C Ready
33235,2022-08-11,0 days 06:55:00,6236,Avión 20,,561519/D1,,34-61,A/C Ready
33257,2022-08-11,0 days 14:17:00,5871,Avión 1,PIQ,0115226/1,NT169,45-00,A/C Ready
33261,2022-08-11,0 days 14:58:00,5871,Avión 16,PDQ,CREW QUERY - OPERATIONAL,159,,A/C Ready
33303,2022-08-12,0 days 11:02:00,6236,Avión 22,PIQ,ENG 2 BLEED FAULT,127,36-11,A/C Ready
33292,2022-08-12,0 days 06:13:00,6236,Avión 37,PDQ,61553/D1,,21-31,A/C Ready
33297,2022-08-12,0 days 08:28:00,6236,Avión 36,PDQ,CREW QUERY - OPERATIONAL,NT304,,A/C Ready
33283,2022-08-12,0 days 05:04:00,6236,Avión 12,,506743/2,,49-10,A/C Ready
33331,2022-08-12,0 days 19:51:00,5871,Avión 36,PDQ,MOD SEL NOMR FAULT IN FLIGHT,,21-31,A/C Ready
33330,2022-08-12,0 days 18:10:00,5871,Avión 36,,61243,,27-23,
33326,2022-08-12,0 days 15:14:00,5871,Avión 24,PDQ,"TOWING INDICATION LIGHT REMAIN RED,WHEN PRKG BRAKE RELEASE",NT5401,32-50,A/C Ready
33310,2022-08-12,0 days 07:15:00,6236,Avión 8,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT155,,
33321,2022-08-12,0 days 14:15:00,5871,Avión 19,PDQ,CREW QUERY - OPERATIONAL,324,,A/C Ready
33298,2022-08-12,0 days 09:00:00,6236,Avión 23,PIQ,PILOT REPORT - OPERATIONAL,NT468,,A/C Ready
33320,2022-08-12,0 days 14:04:00,5871,Avión 23,,61278/1,TFN,52-31,A/C Ready
33294,2022-08-12,0 days 07:06:00,6236,Avión 24,PDQ,CREW QUERY - OPERATIONAL,,,A/C Ready
33307,2022-08-12,0 days 12:23:00,6236,Avión 14,PIQ,PILOT REPORT - OPERATIONAL,NT423,,A/C Ready
33319,2022-08-12,0 days 13:41:00,5871,Avión 1,PDQ,CREW QUERY - OPERATIONAL,222,,
33327,2022-08-12,0 days 15:25:00,5871,Avión 22,PIQ,CREW QUERY - OPERATIONAL,166,,
33335,2022-08-12,0 days 21:04:00,5871,Avión 20,PIQ,CABIN DOOR BROKEN,485,52-00,A/C Ready
33293,2022-08-12,0 days 06:31:00,6236,Avión 17,PIQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
33396,2022-08-13,0 days 07:00:00,6236,Avión 31,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT236,,
33366,2022-08-13,0 days 14:51:00,5871,Avión 19,PDQ,CABIN PAX DOOR TO CARGO BAY DOESNT CLOSE PROPERLY,NT503,25-26,A/C Ready
33368,2022-08-13,0 days 15:07:00,5871,Avión 31,PDQ,MECHANICH CALL P/B STUCK ( SE BLOQUEA EL BOTÓN AL PULSARLO).,166,20-45,A/C Ready
33352,2022-08-13,0 days 08:26:00,6236,Avión 19,PDQ,CABIN PAX DOOR TO CARGO BAY DOESN´T CLOSE PROPERLY,RSC590,25-26,A/C Ready
33351,2022-08-13,0 days 06:21:00,6236,Avión 18,PDQ,60253/1,NT529,24-21,A/C Ready
33343,2022-08-13,0 days 04:24:00,6167,Avión 7,PDQ,FINDING (NRC) TASKCARD 541002-DVI-10010-2 (00) / ITEM ONE,,54-10,A/C Ready
33354,2022-08-13,0 days 09:04:00,6236,Avión 4,PIQ,PILOT REPORT - OPERATIONAL,NT119,,A/C Ready
33380,2022-08-13,0 days 20:22:00,5871,Avión 1,PDQ,CREW QUERY - OPERATIONAL,553,,A/C Ready
33414,2022-08-14,0 days 13:19:00,6236,Avión 6,PDQ,BLEED 1 LEAK,NT5231,36-11,A/C Ready
33417,2022-08-14,0 days 14:13:00,6159,Avión 32,PDQ,08162D1,,32-42,A/C Ready
33418,2022-08-14,0 days 14:15:00,6159,Avión 7,,0110955/D1,RSC511,25-00,A/C Ready
33404,2022-08-14,0 days 10:11:00,6236,Avión 22,PIQ,ILS ON THE NAV 2 SIDE FAIOL,650,34-55,A/C Ready
33399,2022-08-14,0 days 08:15:00,6236,Avión 22,PIQ,NAV 2 FAIL DURING THE APP (ILS) ON GROUND SIGNAL,,34-55,A/C Ready
33444,2022-08-15,0 days 07:40:00,6236,Avión 4,PIQ,CREW QUERY - OPERATIONAL,NT604,,A/C Ready
33440,2022-08-15,0 days 06:35:00,6236,Avión 10,PIQ,115126/1,655,35-13,A/C Ready
33442,2022-08-15,0 days 06:54:00,6236,Avión 37,PDQ,CREW QUERY - OPERATIONAL,NT503,,A/C Ready
33443,2022-08-15,0 days 07:11:00,6236,Avión 22,PDQ,CROSSFEED ALARM & PACK VALVE,NT521,36-11,A/C Ready
33448,2022-08-15,0 days 09:41:00,6236,Avión 21,PIQ,CREW QUERY - OPERATIONAL,NT411,,A/C Ready
33451,2022-08-15,0 days 12:25:00,6236,Avión 21,PIQ,61437/1,158,35-31,A/C Ready
33468,2022-08-15,0 days 16:36:00,6159,Avión 28,PIQ,CREW QUERY - OPERATIONAL,672,,A/C Ready
33460,2022-08-15,0 days 13:32:00,5450,Avión 22,PIQ,NO MAINTENANCE ACTION - OPERATIONAL,,,A/C Ready
33462,2022-08-15,0 days 14:38:00,6159,Avión 4,PIQ,CREW QUERY - OPERATIONAL,633,,A/C Ready
33463,2022-08-15,0 days 14:42:00,6159,Avión 10,PIQ,PILOT REPORT - OPERATIONAL,495,,A/C Ready
33465,2022-08-15,0 days 16:06:00,6159,Avión 36,,612491,420,30-11,A/C Ready
33485,2022-08-15,0 days 16:00:00,5450,Avión 4,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT634,,
33466,2022-08-15,0 days 16:12:00,6159,Avión 10,PDQ,BLEED LEAK ENG 1,NT166,45-00,A/C Ready
33502,2022-08-16,0 days 12:14:00,6236,Avión 25,PDQ,PILOT REPORT - OPERATIONAL,NT513,,A/C Ready
33514,2022-08-16,0 days 15:06:00,6159,Avión 13,PDQ,PILOT REPORT - OPERATIONAL,150,,A/C Ready
33515,2022-08-16,0 days 16:14:00,6159,Avión 36,PIQ,PILOT REPORT - OPERATIONAL,672,,A/C Ready
33504,2022-08-16,0 days 12:33:00,6236,Avión 12,TLS,FLT CTRL NO DISPATCH ADS 3 HTR FAIL,NT9100,34-00,A/C Ready
33487,2022-08-16,0 days 05:58:00,5450,Avión 13,PDQ,60906/1,NT312,35-12,A/C Ready
33492,2022-08-16,0 days 08:06:00,5450,Avión 14,PDQ,CREW QUERY - OPERATIONAL,NT501,,A/C Ready
33566,2022-08-17,0 days 17:34:00,6159,Avión 7,PIQ,REFUEL CONTROL PANEL,,28-25,A/C Ready
33558,2022-08-17,0 days 14:26:00,6159,Avión 7,PIQ,CHECKLIST DOES NOT COMES UP AUTOMATICALLY.,,32-45,A/C Ready
33533,2022-08-17,0 days 05:37:00,5871,Avión 14,,5113930/1,,29-11,A/C Ready
33538,2022-08-17,0 days 06:39:00,5871,Avión 7,PIQ,CREW QUERY - OPERATIONAL,605,,A/C Ready
33559,2022-08-17,0 days 15:06:00,6159,Avión 36,PDQ,CREW QUERY - OPERATIONAL,515,,A/C Ready
33542,2022-08-17,0 days 07:52:00,5871,Avión 14,PDQ,CREW QUERY - OPERATIONAL,203,,
33604,2022-08-18,0 days 16:37:00,6159,Avión 9,TER,ACW GEN 2 FAULT,NT217,24-22,A/C Ready
33629,2022-08-19,0 days 09:49:00,5871,Avión 4,PDQ,EMERGENCY EXIT SIGN BROKEN DOOR 2L LOWER,NT237,33-51,A/C Ready
33655,2022-08-19,0 days 19:44:00,6159,Avión 4,PDQ,AVNX CPM1 LOSS,,42-11,A/C Ready
33648,2022-08-19,0 days 15:19:00,6159,Avión 14,PDQ,CREW QUERY - OPERATIONAL,233,,A/C Ready
33649,2022-08-19,0 days 15:36:00,6159,Avión 37,PIQ,61572/1,NT632,21-31,A/C Ready
33647,2022-08-19,0 days 14:39:00,6159,Avión 15,PDQ,PILOT REPORT - OPERATIONAL,5320,,A/C Ready
33628,2022-08-19,0 days 06:31:00,5871,Avión 4,PDQ,RIGHT WING LIGHT U/S,NT156,33-49,A/C Ready
33705,2022-08-20,0 days 18:49:00,6236,Avión 28,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
33665,2022-08-20,0 days 03:46:00,5932,Avión 16,PDQ,LATE RELEASE FROM SCH MAINT - TECHNICAL,,,A/C Ready
33693,2022-08-20,0 days 15:27:00,6236,Avión 14,PIQ,CREW QUERY - OPERATIONAL,NT471,,A/C Ready
33708,2022-08-20,0 days 20:45:00,6236,Avión 1,PDQ,CREW QUERY - OPERATIONAL,NT553,,A/C Ready
33691,2022-08-20,0 days 13:48:00,6236,Avión 4,PIQ,0112915/D1,147,12-21,A/C Ready
33672,2022-08-20,0 days 06:11:00,5450,Avión 36,PDQ,CREW QUERY - OPERATIONAL,NT520,,A/C Ready
33729,2022-08-21,0 days 09:47:00,5871,Avión 31,PDQ,CREW QUERY - OPERATIONAL,368,,A/C Ready
33737,2022-08-21,0 days 12:51:00,5871,Avión 19,,0113957/D1,420,52-11,A/C Ready
33744,2022-08-21,0 days 13:58:00,6236,Avión 7,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
33750,2022-08-21,0 days 15:49:00,6236,Avión 4,PIQ,PILOT REPORT - OPERATIONAL,NT634,,A/C Ready
33724,2022-08-21,0 days 06:31:00,5871,Avión 16,PDQ,LEFT LANDING LIGHT APPARENTLY U/S,318,33-42,A/C Ready
33730,2022-08-21,0 days 09:53:00,5871,Avión 35,PIQ,CREW QUERY - OPERATIONAL,119,,A/C Ready
33727,2022-08-21,0 days 08:26:00,5871,Avión 8,,0113788/1,,30-30,A/C Ready
33745,2022-08-21,0 days 14:00:00,6236,Avión 6,PIQ,HIGH SPEED FLAPS,NT5551,05-50,A/C Ready
33757,2022-08-21,0 days 20:26:00,6236,Avión 37,PDQ,PILOT REPORT - OPERATIONAL,NT533,,A/C Ready
33739,2022-08-21,0 days 09:00:00,5450,Avión 35,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT119,,
33759,2022-08-21,0 days 20:57:00,6236,Avión 17,PDQ,CREW QUERY - OPERATIONAL,NT128,,A/C Ready
33765,2022-08-21,0 days 23:30:00,6074,Avión 10,PDQ,SCHEDULED MAINTENANCE PERFORMED - TECHNICAL,,,A/C Ready
33781,2022-08-22,0 days 10:47:00,5871,Avión 32,PDQ,BIRDSTRIKE,NT5100,05-51,A/C Ready
33810,2022-08-22,0 days 21:57:00,6236,Avión 15,PIQ,08128/D2,NT5951,73-33,A/C Ready
33780,2022-08-22,0 days 10:36:00,5871,Avión 8,PDQ,BLEED VALVE FAULT #2,NT513,36-11,A/C Ready
33792,2022-08-22,0 days 16:20:00,6236,Avión 37,PIQ,CREW QUERY - OPERATIONAL,NT473,,A/C Ready
33803,2022-08-22,0 days 17:30:00,6236,Avión 25,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT227,,
33793,2022-08-22,0 days 16:15:00,6236,Avión 10,PIQ,PILOT REPORT - OPERATIONAL,NT634,,A/C Ready
33831,2022-08-23,0 days 12:54:00,5450,Avión 19,SMA,NO MAINTENANCE ACTION - OPERATIONAL,NT622,,A/C Ready
33836,2022-08-23,0 days 14:04:00,6236,Avión 19,,1139651,622,20-44,A/C Ready
33822,2022-08-23,0 days 06:15:00,6159,Avión 10,PIQ,51151471,NT106,42-00,A/C Ready
33838,2022-08-23,0 days 16:30:00,6236,Avión 20,PIQ,CREW QUERY - OPERATIONAL,NT672,,A/C Ready
33830,2022-08-23,0 days 12:50:00,5450,Avión 17,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
33837,2022-08-23,0 days 15:41:00,6236,Avión 25,PDQ,PILOT REPORT - OPERATIONAL,,,A/C Ready
33881,2022-08-24,0 days 13:21:00,5450,Avión 12,PDQ,50809/D1,NT6505,49-00,A/C Ready
33883,2022-08-24,0 days 14:31:00,6236,Avión 23,PIQ,BIRDSTRIKE,NT633,05-51,A/C Ready
33885,2022-08-24,0 days 14:59:00,6236,Avión 16,PDQ,61985/D1,,23-43,A/C Ready
33894,2022-08-24,0 days 20:26:00,6236,Avión 1,PDQ,113112/D1,,54-20,A/C Ready
33875,2022-08-24,0 days 09:49:00,6159,Avión 16,PDQ,HYDRAULIC LEAK BY HOSE OF BRAKE #3,,32-42,A/C Ready
33931,2022-08-25,0 days 08:50:00,6159,Avión 21,PDQ,CREW QUERY - OPERATIONAL,590,,A/C Ready
33940,2022-08-25,0 days 13:14:00,6159,Avión 21,PDQ,CREW QUERY - OPERATIONAL,518,,A/C Ready
33925,2022-08-25,0 days 06:42:00,6159,Avión 18,PIQ,CREW QUERY - OPERATIONAL,607,,A/C Ready
33976,2022-08-25,0 days 19:00:00,5871,Avión 10,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT412,,
33963,2022-08-25,0 days 18:50:00,6236,Avión 20,,EVENT FOR A NETLINE DELAY / CANCELLATION,NT231,,
33945,2022-08-25,0 days 14:02:00,6236,Avión 9,PDQ,CREW QUERY - OPERATIONAL,NT913,,A/C Ready
33947,2022-08-25,0 days 14:13:00,6236,Avión 4,,115154/D1,,23-44,A/C Ready
33954,2022-08-25,0 days 18:13:00,6236,Avión 36,PDQ,61424/D2,NT525,,A/C Ready
33912,2022-08-25,0 days 02:49:00,6074,Avión 15,PDQ,SCHEDULED MAINTENANCE NOT PERFORMED - TECHNICAL,,,A/C Ready
33953,2022-08-25,0 days 17:46:00,6236,Avión 20,,60982/1,,30-30,A/C Ready
33979,2022-08-26,0 days 06:39:00,5871,Avión 3,PDQ,0115325/D1,RSC156,52-31,
33980,2022-08-26,0 days 07:41:00,5871,Avión 24,,OTHERS / NOT SPECIFIED - OPERATIONAL,,,
33993,2022-08-26,0 days 15:15:00,6159,Avión 36,PIQ,561002/1,NT167,30-00,A/C Ready
33997,2022-08-26,0 days 16:57:00,6159,Avión 19,,113971/1,NT170,72-01,A/C Ready
33987,2022-08-26,0 days 11:42:00,5871,Avión 22,PIQ,INTERPHONE CABIN CREW INOPERATIVE,942,23-43,A/C Ready
33995,2022-08-26,0 days 16:22:00,6159,Avión 9,PDQ,61216/1,,20-45,A/C Ready
34001,2022-08-26,0 days 18:38:00,6159,Avión 21,PDQ,60893/D1,110,30-30,A/C Ready
34005,2022-08-26,0 days 20:21:00,6159,Avión 3,PDQ,CREW QUERY - OPERATIONAL,128,,A/C Ready
34041,2022-08-27,0 days 19:14:00,6159,Avión 35,PIQ,62113/1,NT638,21-51,A/C Ready
34024,2022-08-27,0 days 09:31:00,5871,Avión 9,PDQ,CREW QUERY - OPERATIONAL,351,,
34045,2022-08-27,0 days 21:03:00,6159,Avión 19,PDQ,CREW QUERY - OPERATIONAL,157,,A/C Ready
34026,2022-08-27,0 days 12:07:00,5871,Avión 3,PIQ,115954/2,,26-24,A/C Ready
34031,2022-08-27,0 days 13:04:00,5871,Avión 1,PDQ,AFTER SEVERAL ATTEMPTS OF BAT SWITCH ON ONLY ONE DU COME ON,,31-63,A/C Ready
34060,2022-08-28,0 days 10:02:00,5871,Avión 37,PDQ,61873/D1,368,23-43,
34074,2022-08-28,0 days 19:10:00,6159,Avión 9,PIQ,AFCS CONTROL PANEL INOP.,NT483,22-00,A/C Ready
34073,2022-08-28,0 days 18:17:00,6159,Avión 11,PDQ,"LDG GEAR VERY HARD TO SET ""UP""",,31-19,A/C Ready
34122,2022-08-29,0 days 21:10:00,5450,Avión 14,HOR,NMA: SIN INFORMACION,,,A/C Ready
34120,2022-08-29,0 days 20:45:00,5450,Avión 18,PDQ,PTV: PROBLEMA PRESURIZACION,NT152,21-30,A/C Ready
34116,2022-08-29,0 days 18:32:00,5450,Avión 34,PIQ,PTV: WHISTLE IN THE RH EMERGENCY EXIT,NT638,05-53,A/C Ready
34095,2022-08-29,0 days 06:20:00,6236,Avión 28,,PTV: MEDIAS LUCES E INTERFONO,,20-45,A/C Ready
34113,2022-08-29,0 days 14:24:00,5450,Avión 16,PDQ,PTV: OIL LEAK ENG 2,NT522,79-00,A/C Ready
34100,2022-08-29,0 days 07:05:00,6236,Avión 35,PIQ,CREW QUERY - OPERATIONAL,,,A/C Ready
34167,2022-08-30,0 days 18:13:00,5450,Avión 36,PDQ,WP: DW +  [HLA] WY+1A,,05-20,A/C Ready
34143,2022-08-30,0 days 08:13:00,5871,Avión 34,PDQ,CREW QUERY - OPERATIONAL,521,,A/C Ready
34171,2022-08-30,0 days 19:59:00,5450,Avión 37,HOR,OTHERS / NOT SPECIFIED - OPERATIONAL,NT485,,A/C Ready
34146,2022-08-30,0 days 09:16:00,5871,Avión 32,PDQ,CREW QUERY - OPERATIONAL,9300,,A/C Ready
34140,2022-08-30,0 days 07:35:00,5871,Avión 18,PDQ,NO PTV: FECHAS ILEGIBLES,350,,A/C Ready
